D.O. 2 ;18 - TPO2;D.O. 3 ;D.O. 4 ;D.O. 5 ;D.O. 6 ;D.O. 7 ;D.O. 8 ;19 - TPVA;D.O. 9 ;37 - Densidade ÃÂ³tica;D.O. 10 ;32 - Retirada de aluminio;D.O. 11 ;74 - AdesÃÂ£o ao metal, 160ÃÂ°C;66 - Densidade ÃÂ³tica (X-RITE);75 - AdesÃÂ£o ao metal, 100ÃÂ°C;Situação;Dt ProduÃ§Ã£o;Hora Final;Pinholes P;Pinholes M;Pinholes G;ArranhÃÂ£o ;Desvio PadrÃÂ£o D.O. ;Media D.O.;D.O. 1 ;ID;DateTime;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;B13;B14;B15;B16;B17;B18;B19;B20;B21;B22;B23;B24;B25;B26;B27;B28;B29;B30;B31;DepositEndTime;Time;DepositStartTime;TotalTime;WarmupTime;CoatingTime;FilmInSpec;ChillDown;PumpdownTime;VentingTime;CycleStartTime;FilmProcessed;FilmMetallised;MechOpenTime;Length;Boatlife;FirstProbe;LastProbe;Weight;WebThickness;WebWidth;TargetNumber;UpperLimit;LowerLimit;WebSpeed;WireSpeed;UnwSetTension;RewSetTension;Source ID;Selected (2);Bobina ;Campanha;Hora Inicio;Maquina;Origem;Selected;Selected.1;Fingerprint;RollID;Shift;Operator;Customer;BarCode;Selected (1);Selected (3)
;;;;;;;;;;;;;;;;;Reprovado;23/03/2020 00:00;22/05/2020 18:40;;;;;;;;;23/03/2020 18:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/03/2020 18:35;22/05/2020 18:35;23/03/2020 16:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;24/03/2020 00:00;22/05/2020 07:28;;;;;;;;;24/03/2020 07:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/03/2020 07:28;22/05/2020 07:28;24/03/2020 05:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;24/03/2020 00:00;22/05/2020 10:18;;;;;;;;;24/03/2020 10:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/03/2020 10:18;22/05/2020 10:18;24/03/2020 08:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;24/03/2020 00:00;22/05/2020 13:56;;;;;;;;;24/03/2020 14:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/03/2020 13:55;22/05/2020 13:55;24/03/2020 12:23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;24/03/2020 00:00;22/05/2020 16:30;;;;;;;;;24/03/2020 16:39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/03/2020 16:29;22/05/2020 16:29;24/03/2020 14:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;24/03/2020 00:00;22/05/2020 19:00;;;;;;;;;24/03/2020 19:13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/03/2020 19:02;22/05/2020 19:02;24/03/2020 17:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;25/03/2020 00:00;22/05/2020 13:27;;;;;;;;;25/03/2020 13:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/03/2020 13:27;22/05/2020 13:27;25/03/2020 11:44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;25/03/2020 00:00;22/05/2020 19:25;;;;;;;;;25/03/2020 19:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/03/2020 19:24;22/05/2020 19:24;25/03/2020 17:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;25/03/2020 00:00;22/05/2020 22:18;;;;;;;;;25/03/2020 22:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/03/2020 22:18;22/05/2020 22:18;25/03/2020 20:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;25/03/2020 00:00;22/05/2020 23:05;;;;;;;;;25/03/2020 22:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/03/2020 22:18;22/05/2020 22:18;25/03/2020 20:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;25/03/2020 00:00;22/05/2020 01:46;;;;;;;;;25/03/2020 00:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/03/2020 00:41;22/05/2020 00:41;24/03/2020 22:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;26/03/2020 00:00;22/05/2020 07:20;;;;;;;;;26/03/2020 07:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/03/2020 07:19;22/05/2020 07:19;26/03/2020 05:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;26/03/2020 00:00;22/05/2020 17:38;;;;;;;;;26/03/2020 17:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/03/2020 17:28;22/05/2020 17:28;26/03/2020 15:38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;26/03/2020 00:00;22/05/2020 21:32;;;;;;;;;26/03/2020 21:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/03/2020 21:31;22/05/2020 21:31;26/03/2020 20:38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;26/03/2020 00:00;22/05/2020 01:03;;;;;;;;;26/03/2020 01:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/03/2020 01:46;22/05/2020 01:46;26/03/2020 00:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;29/03/2020 00:00;22/05/2020 23:30;;;;;;;;;29/03/2020 23:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/03/2020 23:28;22/05/2020 23:28;29/03/2020 22:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;31/03/2020 00:00;22/05/2020 09:23;;;;;;;;;31/03/2020 09:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/03/2020 09:23;22/05/2020 09:23;31/03/2020 07:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;31/03/2020 00:00;22/05/2020 13:49;;;;;;;;;31/03/2020 13:57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/03/2020 13:49;22/05/2020 13:49;31/03/2020 12:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;31/03/2020 00:00;22/05/2020 19:15;;;;;;;;;31/03/2020 19:18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31/03/2020 19:10;22/05/2020 19:10;31/03/2020 17:23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 15:44;;;;;;;;;10/01/2019 15:58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/10/2019 00:00;22/05/2020 15:43;10/01/2019 14:12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 18:33;;;;;;;;;10/01/2019 18:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/10/2019 00:00;22/05/2020 18:32;10/01/2019 17:01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 21:15;;;;;;;;;10/01/2019 21:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/10/2019 00:00;22/05/2020 21:15;10/01/2019 19:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 00:52;;;;;;;;;10/03/2019 01:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/10/2019 00:00;22/05/2020 00:51;10/02/2019 23:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 12:53;;;;;;;;;10/04/2019 13:07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/10/2019 00:00;22/05/2020 12:53;10/04/2019 11:08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 15:13;;;;;;;;;10/04/2019 15:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/10/2019 00:00;22/05/2020 15:12;10/04/2019 14:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 09:17;;;;;;;;;10/05/2019 09:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/10/2019 00:00;22/05/2020 09:16;10/05/2019 07:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 10:52;;;;;;;;;10/06/2019 11:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2019 00:00;22/05/2020 10:52;10/06/2019 09:18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 14:55;;;;;;;;;10/06/2019 15:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/10/2019 00:00;22/05/2020 14:55;10/06/2019 13:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 08:37;;;;;;;;;10/07/2019 08:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/10/2019 00:00;22/05/2020 08:36;10/07/2019 06:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;?;22/05/2020 06:40;;;;;;;;;10/08/2019 06:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/10/2019 00:00;22/05/2020 06:39;10/08/2019 04:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 20:00;;;;;;;;;10/08/2019 20:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/10/2019 00:00;22/05/2020 19:59;10/08/2019 18:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;?;22/05/2020 23:52;;;;;;;;;10/09/2019 00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/10/2019 00:00;22/05/2020 23:52;10/08/2019 22:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;?;22/05/2020 14:05;;;;;;;;;10/09/2019 14:14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/10/2019 00:00;22/05/2020 14:05;10/09/2019 12:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 19:22;;;;;;;;;10/09/2019 19:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/10/2019 00:00;22/05/2020 19:22;10/09/2019 17:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;?;22/05/2020 22:38;;;;;;;;;10/09/2019 22:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/10/2019 00:00;22/05/2020 22:37;10/09/2019 20:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 08:00;;;;;;;;;10/10/2019 08:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/10/2019 00:00;22/05/2020 08:01;10/10/2019 07:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 18:29;;;;;;;;;10/10/2019 18:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/10/2019 00:00;22/05/2020 18:29;10/10/2019 16:42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;?;22/05/2020 21:30;;;;;;;;;10/10/2019 21:42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10/10/2019 00:00;22/05/2020 21:29;10/10/2019 19:44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;?;22/05/2020 22:14;;;;;;;;;10/11/2019 22:23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11/10/2019 00:00;22/05/2020 22:14;10/11/2019 20:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 11:36;;;;;;;;;10/12/2019 11:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/10/2019 00:00;22/05/2020 11:36;10/12/2019 10:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 16:18;;;;;;;;;10/12/2019 16:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/10/2019 00:00;22/05/2020 16:18;10/12/2019 14:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 23:45;;;;;;;;;10/12/2019 23:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12/10/2019 00:00;22/05/2020 23:46;10/12/2019 22:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 09:18;;;;;;;;;13/10/2019 09:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/10/2019 00:00;22/05/2020 09:18;13/10/2019 07:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;?;22/05/2020 11:55;;;;;;;;;13/10/2019 12:04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/10/2019 00:00;22/05/2020 11:55;13/10/2019 10:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 06:49;;;;;;;;;14/10/2019 07:01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/10/2019 00:00;22/05/2020 06:49;14/10/2019 05:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 10:42;;;;;;;;;14/10/2019 10:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/10/2019 00:00;22/05/2020 10:41;14/10/2019 09:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 13:31;;;;;;;;;14/10/2019 13:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/10/2019 00:00;22/05/2020 13:30;14/10/2019 11:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 16:17;;;;;;;;;14/10/2019 16:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/10/2019 00:00;22/05/2020 16:17;14/10/2019 14:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 15:06;;;;;;;;;15/10/2019 15:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/10/2019 00:00;22/05/2020 15:06;15/10/2019 13:21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 17:52;;;;;;;;;15/10/2019 18:14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/10/2019 00:00;22/05/2020 17:53;15/10/2019 16:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;?;22/05/2020 08:40;;;;;;;;;16/10/2019 08:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/10/2019 00:00;22/05/2020 08:40;16/10/2019 06:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;?;22/05/2020 12:23;;;;;;;;;16/10/2019 12:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/10/2019 00:00;22/05/2020 12:23;16/10/2019 10:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 15:01;;;;;;;;;16/10/2019 15:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/10/2019 00:00;22/05/2020 15:00;16/10/2019 13:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 18:03;;;;;;;;;16/10/2019 18:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/10/2019 00:00;22/05/2020 18:02;16/10/2019 16:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 21:18;;;;;;;;;16/10/2019 21:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/10/2019 00:00;22/05/2020 21:17;16/10/2019 20:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 08:05;;;;;;;;;17/10/2019 08:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/10/2019 00:00;22/05/2020 08:06;17/10/2019 06:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;?;22/05/2020 07:55;;;;;;;;;18/10/2019 08:07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/10/2019 00:00;22/05/2020 07:56;18/10/2019 06:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
