ID;DateTime;Length;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;B13;B14;B15;B16;B17;B18;B19;B20;B21;B22;B23;B24;B25;B26;B27;B28;B29;B30;B31;Fingerprint
98;42:28.0;4750;0;3.19;4.83;4.67;4.59;4.63;4.62;4.62;4.67;4.56;4.63;4.68;4.64;4.63;4.64;4.59;4.67;4.62;4.64;4.56;4.64;4.64;4.57;0;1;1;1;1;1;1;01dda05bade86bd19cf5d6d10a9536fda8
99;44:28.0;5450;0;3.2;4.81;4.67;4.62;4.7;4.71;4.65;4.64;4.6;4.64;4.7;4.63;4.67;4.66;4.59;4.66;4.6;4.66;4.57;4.67;4.66;4.64;0;1;1;1;1;1;1;018c3363493484e3dfeca818a8beafbc4d
100;46:28.0;6150;0;3.18;4.82;4.69;4.57;4.63;4.65;4.66;4.71;4.64;4.62;4.68;4.61;4.63;4.65;4.6;4.71;4.64;4.65;4.59;4.66;4.64;4.59;0;1;1;1;1;1;1;01c0bb4c4360e5d15b8426a8bd2eda955f
101;48:28.0;6850;0;3.2;4.74;4.67;4.58;4.58;4.62;4.63;4.69;4.64;4.62;4.7;4.66;4.67;4.65;4.61;4.67;4.62;4.62;4.59;4.66;4.63;4.61;0;1;1;1;1;1;1;01dae2688525159d55312b30afde75a443
102;50:28.0;7550;0;3.22;4.8;4.67;4.6;4.61;4.68;4.64;4.65;4.63;4.62;4.66;4.6;4.64;4.64;4.59;4.65;4.58;4.59;4.59;4.66;4.63;4.59;0;1;1;1;1;1;1;01c72728395a915ee6709ccda7bca52eb3
103;52:28.0;8250;0;3.25;4.72;4.68;4.65;4.68;4.69;4.67;4.67;4.62;4.6;4.65;4.62;4.63;4.6;4.59;4.63;4.59;4.62;4.61;4.65;4.66;4.62;0;1;1;1;1;1;1;013066d3b44d5768123bc5d7edfeea83ae
104;54:28.0;8944;0;3.12;4.74;4.7;4.6;4.62;4.67;4.63;4.64;4.61;4.62;4.65;4.64;4.66;4.67;4.72;4.79;4.71;4.64;4.62;4.67;4.7;4.63;0;1;1;1;1;1;1;01012d28d887b7f39fbc2e30e2a8ef170f
105;56:28.0;9650;0;3.32;4.7;4.61;4.6;4.63;4.66;4.63;4.64;4.61;4.62;4.64;4.61;4.65;4.61;4.6;4.63;4.61;4.67;4.6;4.64;4.65;4.62;0;1;1;1;1;1;1;01506add06bc4663c4dba27973336ae39a
106;58:28.0;10350;0;3.36;4.74;4.65;4.62;4.6;4.62;4.6;4.65;4.6;4.64;4.64;4.61;4.65;4.61;4.61;4.63;4.58;4.7;4.57;4.63;4.67;4.63;0;1;1;1;1;1;1;0159f2fda5902c6bf4223e6b8c69c8f9f0
107;00:28.0;11050;0;3.37;4.7;4.64;4.65;4.61;4.62;4.6;4.66;4.61;4.62;4.64;4.61;4.64;4.62;4.63;4.69;4.63;4.64;4.65;4.67;4.67;4.63;0;1;1;1;1;1;1;010ca9207815d0cefe91823d651925fee2
108;02:28.0;11750;0;3.38;4.71;4.62;4.6;4.62;4.65;4.63;4.67;4.63;4.61;4.62;4.6;4.65;4.65;4.63;4.66;4.62;4.61;4.61;4.65;4.64;4.6;0;1;1;1;1;1;1;0151be321e3250ffd7cc2db95624adbe54
109;04:28.0;12450;0;3.38;4.72;4.67;4.64;4.66;4.68;4.6;4.65;4.61;4.63;4.71;4.65;4.66;4.63;4.58;4.62;4.58;4.58;4.6;4.62;4.66;4.63;0;1;1;1;1;1;1;01db13e595f2678cc9359086a1aaa35622
110;06:28.0;13150;0;3.35;4.69;4.63;4.59;4.66;4.68;4.62;4.69;4.65;4.63;4.66;4.6;4.64;4.62;4.6;4.66;4.62;4.61;4.62;4.62;4.67;4.67;0;1;1;1;1;1;1;01a34f404ba06717cb1e88e524c0c864ab
111;08:28.0;13844;0;3.33;4.69;4.61;4.58;4.6;4.64;4.6;4.66;4.62;4.63;4.67;4.62;4.68;4.67;4.67;4.72;4.66;4.65;4.61;4.62;4.65;4.62;0;1;1;1;1;1;1;01a3e6a15fb06971d7e9ab44c194d5f67b
112;10:28.0;14550;0;3.33;4.73;4.67;4.67;4.67;4.66;4.58;4.67;4.64;4.62;4.61;4.6;4.62;4.61;4.62;4.7;4.61;4.62;4.58;4.61;4.66;4.66;0;1;1;1;1;1;1;0107998b47ebd1be3268a32260902caddc
113;12:28.0;15250;0;3.33;4.7;4.6;4.61;4.59;4.64;4.61;4.69;4.64;4.62;4.63;4.62;4.65;4.64;4.68;4.74;4.69;4.64;4.58;4.61;4.62;4.58;0;1;1;1;1;1;1;01d26475394a7482786161126966681cc7
114;14:28.0;15949;0;3.36;4.7;4.57;4.59;4.62;4.67;4.6;4.66;4.61;4.63;4.65;4.61;4.64;4.62;4.59;4.67;4.62;4.65;4.6;4.62;4.65;4.61;0;1;1;1;1;1;1;013bb3f720f9a612b091f28a5cb282a690
115;16:28.0;16649;0;3.37;4.72;4.59;4.58;4.62;4.67;4.65;4.68;4.62;4.64;4.64;4.63;4.63;4.61;4.61;4.68;4.63;4.64;4.62;4.64;4.64;4.59;0;1;1;1;1;1;1;01a76436a6c1879ebd5fc1935d75e0606b
116;18:28.0;17350;0;3.34;4.74;4.65;4.68;4.66;4.66;4.59;4.65;4.58;4.63;4.64;4.63;4.64;4.63;4.58;4.66;4.57;4.6;4.59;4.6;4.66;4.62;0;1;1;1;1;1;1;018dfb1f639b80a26253ba0750ffd28cd6
117;20:28.0;18050;0;3.34;4.72;4.62;4.62;4.59;4.61;4.56;4.66;4.64;4.64;4.63;4.61;4.61;4.62;4.63;4.7;4.65;4.71;4.64;4.63;4.66;4.59;0;1;1;1;1;1;1;0101ba6c445b8289d18acf9b4d186b766c
118;22:28.0;18744;0;3.34;4.73;4.64;4.7;4.66;4.68;4.63;4.69;4.62;4.63;4.63;4.64;4.64;4.62;4.6;4.66;4.62;4.61;4.62;4.63;4.67;4.62;0;1;1;1;1;1;1;01c17e0273eb7fe22aac350c48a78f30eb
119;24:28.0;19450;0;3.33;4.72;4.59;4.62;4.6;4.64;4.59;4.64;4.6;4.62;4.61;4.59;4.6;4.62;4.6;4.68;4.62;4.6;4.6;4.63;4.66;4.59;0;1;1;1;1;1;1;01244041cbefa9bcb921e2955d8f370bf0
120;26:28.0;20150;0;3.35;4.7;4.58;4.63;4.59;4.63;4.58;4.64;4.61;4.65;4.68;4.67;4.62;4.63;4.62;4.69;4.62;4.63;4.64;4.64;4.64;4.59;0;1;1;1;1;1;1;01e2234446a0e9cc713d0c84bd4dc23e8f
121;28:28.0;20850;0;3.38;4.72;4.6;4.67;4.69;4.82;4.67;4.68;4.59;4.61;4.63;4.62;4.6;4.61;4.59;4.64;4.61;4.62;4.63;4.66;4.65;4.62;0;1;1;1;1;1;1;01f10021fc7d762d14f91b560f3ddf6b89
122;30:28.0;21550;0;3.36;4.73;4.62;4.7;4.61;4.59;4.56;4.66;4.59;4.62;4.61;4.62;4.64;4.62;4.58;4.67;4.65;4.66;4.63;4.66;4.66;4.61;0;1;1;1;1;1;1;015539e6cdd3c15b3a25d973ec5f1dd2c8
123;32:28.0;22250;0;3.34;4.72;4.67;4.74;4.64;4.64;4.59;4.62;4.58;4.61;4.64;4.68;4.66;4.66;4.63;4.68;4.61;4.55;4.52;4.6;4.63;4.6;0;1;1;1;1;1;1;01b71098f5c560bbb8fac01ecd1148091d
124;34:28.0;22950;0;3.34;4.73;4.62;4.62;4.61;4.63;4.6;4.64;4.61;4.63;4.64;4.62;4.63;4.61;4.59;4.67;4.6;4.73;4.64;4.68;4.67;4.63;0;1;1;1;1;1;1;0163788543fe2f991f2ce48838a0303112
125;36:28.0;23644;0;3.33;4.71;4.6;4.62;4.62;4.65;4.62;4.66;4.61;4.65;4.64;4.62;4.64;4.63;4.6;4.7;4.57;4.62;4.57;4.66;4.66;4.6;0;1;1;1;1;1;1;011b441583a7ffa069586ccea289568531
126;38:28.0;24350;0;3.36;4.71;4.67;4.67;4.67;4.68;4.64;4.7;4.64;4.68;4.67;4.63;4.61;4.6;4.55;4.68;4.58;4.63;4.59;4.65;4.67;4.65;0;1;1;1;1;1;1;01b7c600149ecb025ff730697a5c75bac8
127;40:28.0;25050;0;3.43;4.75;4.62;4.64;4.61;4.63;4.55;4.6;4.56;4.65;4.66;4.63;4.63;4.62;4.6;4.7;4.64;4.65;4.64;4.68;4.68;4.67;0;1;1;1;1;1;1;011970764a82d1f365ac231a0bddd79e1b
128;42:28.0;25751;0;3.43;4.72;4.59;4.61;4.61;4.66;4.63;4.7;4.62;4.65;4.65;4.61;4.63;4.63;4.59;4.67;4.61;4.59;4.6;4.65;4.64;4.59;0;1;1;1;1;1;1;01ed7e7e8a0d5d7a95508ab57938c47c1e
129;44:28.0;26451;0;3.39;4.73;4.63;4.66;4.62;4.64;4.62;4.66;4.59;4.65;4.66;4.65;4.67;4.63;4.6;4.68;4.59;4.61;4.62;4.66;4.65;4.63;0;1;1;1;1;1;1;017dd5ac954dd3a9b8050143b29e670f9d
130;46:28.0;27151;0;3.34;4.75;4.63;4.68;4.63;4.63;4.64;4.68;4.6;4.63;4.65;4.63;4.66;4.61;4.58;4.63;4.6;4.6;4.59;4.66;4.63;4.62;0;1;1;1;1;1;1;0116013dc985276197c56d533ea3f1bc9f
131;48:28.0;27851;0;3.32;4.71;4.62;4.64;4.57;4.62;4.58;4.65;4.58;4.64;4.66;4.65;4.65;4.59;4.61;4.65;4.55;4.63;4.59;4.63;4.62;4.6;0;1;1;1;1;1;1;01e18943feb0cf7399a21c8a2c50a1d1db
132;50:28.0;28545;0;3.29;4.6;4.53;4.63;4.61;4.68;4.63;4.64;4.61;4.62;4.64;4.62;4.63;4.6;4.64;4.71;4.54;4.66;4.57;4.64;4.63;4.59;0;1;1;1;1;1;1;01546d3bbd3773c7926f6be24cd9418d1a
133;52:28.0;29251;0;3.37;4.73;4.57;4.64;4.63;4.69;4.61;4.65;4.58;4.63;4.64;4.62;4.69;4.62;4.58;4.63;4.54;4.58;4.61;4.66;4.65;4.65;0;1;1;1;1;1;1;01ac166bb07bc0dc77c2f0965cc09847f5
134;54:28.0;29951;0;3.35;4.68;4.57;4.67;4.63;4.7;4.61;4.67;4.62;4.67;4.66;4.6;4.66;4.59;4.58;4.66;4.68;4.68;4.59;4.62;4.62;4.61;0;1;1;1;1;1;1;01ba3479edde403a836ad2c64f60229778
135;56:28.0;30651;0;3.33;4.66;4.52;4.65;4.68;4.71;4.58;4.61;4.53;4.62;4.64;4.53;4.56;4.53;4.54;4.6;4.54;4.58;4.54;4.6;4.62;4.57;0;1;1;1;1;1;1;015d500325694537575a08c1db0dfc717d
136;58:28.0;31351;0;3.27;4.72;4.72;4.81;4.7;4.67;4.57;4.65;4.57;4.65;4.72;4.73;4.71;4.72;4.71;4.72;4.74;4.73;4.63;4.65;4.64;4.56;0;1;1;1;1;1;1;0141b3e4ebb96f4e9331ed071f32c4feb9
137;00:28.0;32051;0;3.37;4.64;4.57;4.61;4.6;4.65;4.6;4.71;4.62;4.64;4.64;4.6;4.65;4.62;4.65;4.66;4.59;4.62;4.59;4.62;4.6;4.65;0;1;1;1;1;1;1;013b40b7158c3d133fcc3bad8f6bf5a245
138;02:28.0;32751;0;3.36;4.64;4.6;4.65;4.64;4.63;4.55;4.63;4.56;4.62;4.63;4.56;4.62;4.58;4.61;4.65;4.54;4.65;4.66;4.67;4.65;4.6;0;1;1;1;1;1;1;015ce93570eb0f46504ff77ff8c6dd55aa
139;04:28.0;33445;0;3.44;4.69;4.59;4.65;4.62;4.61;4.54;4.63;4.58;4.62;4.64;4.58;4.66;4.6;4.58;4.67;4.68;4.67;4.59;4.63;4.63;4.6;0;1;1;1;1;1;1;016639a873af46817109b0240469d90594
140;06:28.0;34151;0;3.36;4.67;4.64;4.67;4.65;4.7;4.61;4.67;4.6;4.65;4.65;4.58;4.66;4.63;4.61;4.66;4.63;4.7;4.63;4.67;4.64;4.66;0;1;1;1;1;1;1;01451191bb3b0757983e1eb00d80b3162d
141;08:28.0;34851;0;3.41;4.66;4.59;4.65;4.62;4.65;4.58;4.67;4.61;4.64;4.66;4.59;4.72;4.64;4.62;4.68;4.59;4.7;4.66;4.66;4.64;4.64;0;1;1;1;1;1;1;0128fca261c8b3870706f91470212a9ad8
142;10:28.0;35551;0;3.46;4.69;4.59;4.7;4.59;4.65;4.56;4.63;4.6;4.63;4.67;4.59;4.65;4.6;4.59;4.64;4.62;4.71;4.62;4.63;4.62;4.62;0;1;1;1;1;1;1;01c27d02fca0e5b9a5f8bb79c0c4ee4761
143;48:04.0;846;0;2.41;3.66;3.65;3.6;3.62;3.68;3.62;3.52;3.64;3.57;3.59;3.6;3.63;3.68;3.66;3.62;3.62;3.63;3.65;3.65;3.63;3.6;0;1;1;1;1;1;1;01d3600bd72f0655a4c3aa7e4eb6c312a2
144;50:04.0;1646;0;2.37;3.65;3.65;3.59;3.58;3.6;3.6;3.59;3.64;3.62;3.63;3.62;3.62;3.65;3.62;3.6;3.62;3.62;3.65;3.68;3.63;3.61;0;1;1;1;1;1;1;01efaebd965b277e553e5d1650209db402
145;52:04.0;2439;0;2.35;3.65;3.68;3.61;3.62;3.64;3.65;3.64;3.64;3.62;3.61;3.59;3.61;3.64;3.64;3.63;3.64;3.61;3.62;3.66;3.64;3.62;0;1;1;1;1;1;1;015c85e538586d09e1a2496cf5d405d3cf
146;54:04.0;3246;0;2.35;3.65;3.68;3.6;3.61;3.64;3.63;3.61;3.63;3.63;3.64;3.63;3.64;3.63;3.64;3.62;3.62;3.6;3.63;3.66;3.64;3.61;0;1;1;1;1;1;1;01bedcafe32f2d5b86d89b78312643d62e
147;56:04.0;4046;0;2.37;3.66;3.68;3.61;3.62;3.65;3.65;3.63;3.65;3.64;3.66;3.62;3.63;3.64;3.64;3.61;3.62;3.6;3.63;3.66;3.65;3.62;0;1;1;1;1;1;1;0106dfbb670e46e2f288aa11a156d02bd1
148;58:04.0;4839;0;2.36;3.66;3.68;3.6;3.63;3.66;3.65;3.65;3.66;3.63;3.64;3.63;3.65;3.64;3.63;3.62;3.64;3.61;3.64;3.66;3.63;3.6;0;1;1;1;1;1;1;01460568da7a967e714a414eee44708f85
149;00:04.0;5646;0;2.37;3.67;3.67;3.58;3.6;3.63;3.62;3.62;3.64;3.61;3.64;3.62;3.64;3.64;3.63;3.63;3.63;3.61;3.64;3.65;3.64;3.59;0;1;1;1;1;1;1;0121128e9cb168d5238c369c76c558f214
150;02:04.0;6446;0;2.36;3.68;3.68;3.6;3.63;3.66;3.65;3.64;3.67;3.63;3.64;3.61;3.64;3.63;3.62;3.65;3.66;3.61;3.63;3.67;3.66;3.63;0;1;1;1;1;1;1;015a2a5ea436884db0801d261f602d4202
151;04:04.0;7246;0;2.36;3.66;3.67;3.6;3.61;3.62;3.61;3.6;3.64;3.61;3.63;3.6;3.63;3.63;3.62;3.63;3.64;3.6;3.63;3.67;3.64;3.6;0;1;1;1;1;1;1;014125b33becd2950f8ff56589a0b1f19a
152;06:04.0;8039;0;2.36;3.64;3.65;3.59;3.63;3.68;3.67;3.67;3.69;3.64;3.64;3.61;3.64;3.63;3.63;3.64;3.64;3.59;3.62;3.65;3.64;3.59;0;1;1;1;1;1;1;01724f0ba46faf963f3e1ed9b097e3b4a3
153;08:04.0;8846;0;2.38;3.67;3.69;3.62;3.63;3.66;3.64;3.63;3.66;3.63;3.65;3.62;3.64;3.62;3.6;3.61;3.62;3.59;3.62;3.65;3.64;3.59;0;1;1;1;1;1;1;01c9e2ae443089e823145ba1d1506ff1b5
154;10:04.0;9646;0;2.37;3.67;3.68;3.6;3.61;3.64;3.61;3.59;3.63;3.62;3.66;3.62;3.63;3.62;3.62;3.63;3.63;3.6;3.62;3.66;3.66;3.61;0;1;1;1;1;1;1;01715f704d98e0210334d6fcc82c251dc7
155;12:04.0;10439;0;2.36;3.65;3.66;3.6;3.63;3.69;3.67;3.65;3.66;3.61;3.64;3.62;3.66;3.65;3.62;3.64;3.67;3.63;3.64;3.68;3.66;3.6;0;1;1;1;1;1;1;01ff52423c10b3442c60b9054102741e16
156;14:04.0;11245;0;2.37;3.66;3.68;3.63;3.63;3.65;3.64;3.62;3.66;3.64;3.64;3.6;3.63;3.64;3.62;3.64;3.63;3.61;3.63;3.66;3.65;3.61;0;1;1;1;1;1;1;01eaf1484ca9c626d8e669d4129a5db47e
157;16:04.0;12045;0;2.38;3.66;3.66;3.6;3.59;3.63;3.62;3.59;3.64;3.63;3.64;3.61;3.64;3.65;3.62;3.62;3.64;3.62;3.62;3.67;3.64;3.61;0;1;1;1;1;1;1;01d16d73c6732121483d18c911b15b43d0
158;18:04.0;12845;0;2.36;3.66;3.67;3.61;3.6;3.64;3.62;3.6;3.65;3.62;3.65;3.61;3.63;3.62;3.6;3.6;3.64;3.63;3.63;3.66;3.65;3.6;0;1;1;1;1;1;1;013dbc154bbb15452e10db23210876c3e7
159;20:04.0;13638;0;2.38;3.66;3.68;3.62;3.61;3.66;3.64;3.63;3.66;3.63;3.64;3.61;3.67;3.67;3.63;3.63;3.65;3.61;3.61;3.64;3.63;3.58;0;1;1;1;1;1;1;01d2249b70c9bbc458b9d9668fdc2dc75f
160;22:04.0;14445;0;2.37;3.65;3.65;3.61;3.61;3.66;3.62;3.59;3.66;3.63;3.65;3.61;3.64;3.64;3.61;3.63;3.65;3.62;3.63;3.68;3.66;3.6;0;1;1;1;1;1;1;0142ae6f7e74198603c4534e46b9d1c37a
161;24:04.0;15245;0;2.39;3.65;3.67;3.64;3.61;3.65;3.62;3.6;3.65;3.61;3.63;3.61;3.65;3.65;3.64;3.65;3.64;3.61;3.62;3.65;3.65;3.6;0;1;1;1;1;1;1;0192b6f272f570924c33b7cae3f7fbaf87
162;26:04.0;16038;0;2.39;3.65;3.67;3.61;3.6;3.65;3.64;3.62;3.67;3.64;3.65;3.63;3.65;3.63;3.62;3.62;3.66;3.62;3.62;3.64;3.64;3.59;0;1;1;1;1;1;1;01f8862fdd58765587efae6cce5d5f7675
163;28:04.0;16845;0;2.37;3.66;3.68;3.62;3.61;3.66;3.64;3.59;3.62;3.61;3.63;3.61;3.64;3.62;3.61;3.61;3.64;3.6;3.59;3.64;3.65;3.59;0;1;1;1;1;1;1;01d468c255d6ec708e7ff2cece1a5bf648
164;30:04.0;17645;0;2.37;3.66;3.69;3.63;3.6;3.62;3.62;3.6;3.64;3.61;3.64;3.61;3.64;3.65;3.63;3.63;3.66;3.63;3.61;3.67;3.66;3.59;0;1;1;1;1;1;1;010b1b09461382b4a6f61bd13b571d45a6
165;32:04.0;18445;0;2.35;3.62;3.65;3.59;3.59;3.63;3.64;3.6;3.63;3.6;3.64;3.62;3.65;3.64;3.61;3.61;3.65;3.63;3.62;3.67;3.66;3.6;0;1;1;1;1;1;1;01cfefcb601002f089530d9990865997b2
166;34:04.0;19238;0;2.37;3.65;3.67;3.6;3.61;3.64;3.66;3.61;3.66;3.62;3.68;3.66;3.67;3.64;3.61;3.61;3.63;3.61;3.6;3.66;3.64;3.59;0;1;1;1;1;1;1;01b510743a0b48fbbf44703f04a40b6946
167;36:04.0;20045;0;2.39;3.67;3.69;3.63;3.61;3.63;3.66;3.62;3.66;3.62;3.65;3.62;3.63;3.64;3.64;3.62;3.64;3.61;3.61;3.66;3.64;3.6;0;1;1;1;1;1;1;01daf2944f74b968a271f15af1ed6e4f60
168;38:04.0;20844;0;2.37;3.64;3.66;3.61;3.62;3.64;3.66;3.61;3.64;3.61;3.66;3.64;3.63;3.64;3.64;3.62;3.63;3.6;3.59;3.68;3.66;3.61;0;1;1;1;1;1;1;0164a001a695931744741dc92df2f73165
169;40:04.0;21638;0;2.35;3.64;3.66;3.61;3.6;3.63;3.68;3.63;3.64;3.61;3.65;3.64;3.64;3.65;3.64;3.62;3.65;3.63;3.6;3.67;3.67;3.63;0;1;1;1;1;1;1;01cf277258b5414653c2edad4fc1002c63
170;42:04.0;22444;0;2.38;3.66;3.68;3.62;3.6;3.62;3.64;3.61;3.62;3.62;3.64;3.62;3.63;3.65;3.63;3.62;3.66;3.62;3.61;3.65;3.64;3.61;0;1;1;1;1;1;1;0149e87e79b5dc28bf402ba9dc037fd94c
171;44:04.0;23198;0;2.35;3.63;3.66;3.62;3.58;3.6;3.63;3.6;3.64;3.61;3.64;3.63;3.63;3.64;3.63;3.61;3.64;3.62;3.6;3.64;3.65;3.61;0;1;1;1;1;1;1;011008528aca965469f6e60f23d56d6de5
172;46:04.0;23944;0;2.39;3.66;3.66;3.63;3.59;3.62;3.64;3.57;3.62;3.63;3.67;3.64;3.64;3.63;3.62;3.59;3.6;3.62;3.63;3.66;3.65;3.6;0;1;1;1;1;1;1;01e7fcd42458ab47d557db967160d7517a
173;48:04.0;24684;0;2.36;3.65;3.68;3.64;3.62;3.64;3.66;3.62;3.64;3.63;3.67;3.62;3.62;3.61;3.6;3.61;3.64;3.62;3.61;3.64;3.64;3.61;0;1;1;1;1;1;1;015e0e18d1aecac8bcd38093fb425721ca
174;50:04.0;25418;0;2.38;3.69;3.69;3.63;3.6;3.64;3.68;3.61;3.66;3.64;3.67;3.64;3.64;3.64;3.62;3.61;3.64;3.63;3.62;3.65;3.63;3.59;0;1;1;1;1;1;1;01d5c1853f76dbf9bf30f390e2af07d766
175;52:04.0;26164;0;2.37;3.65;3.65;3.61;3.6;3.65;3.68;3.6;3.64;3.62;3.64;3.62;3.62;3.64;3.63;3.62;3.63;3.64;3.64;3.68;3.67;3.61;0;1;1;1;1;1;1;01f74d1c254362dab4ce89b553440e095c
176;54:04.0;26904;0;2.39;3.67;3.68;3.62;3.58;3.63;3.65;3.55;3.61;3.6;3.64;3.63;3.63;3.64;3.63;3.63;3.61;3.6;3.62;3.65;3.64;3.6;0;1;1;1;1;1;1;01f3bba8d7315ce999e5a3c8fd72bd5528
177;56:04.0;27638;0;2.37;3.66;3.67;3.63;3.61;3.63;3.64;3.56;3.61;3.62;3.65;3.63;3.62;3.64;3.63;3.63;3.63;3.62;3.64;3.66;3.65;3.56;0;1;1;1;1;1;1;01cb3e28c9099d27f1b62e3e4eb37e5057
178;58:04.0;28385;0;2.37;3.65;3.66;3.63;3.6;3.64;3.65;3.59;3.62;3.6;3.63;3.61;3.6;3.64;3.65;3.65;3.63;3.63;3.65;3.67;3.67;3.61;0;1;1;1;1;1;1;01bd7e67513fee69f666ec14cab1a5fae1
179;00:04.0;29125;0;2.36;3.65;3.68;3.64;3.62;3.66;3.67;3.6;3.63;3.61;3.64;3.63;3.64;3.66;3.64;3.62;3.61;3.62;3.63;3.65;3.63;3.52;0;1;1;1;1;1;1;010adfd63871bfb04b85e8d7f2b7d63ab0
180;02:04.0;29865;0;2.37;3.65;3.68;3.64;3.6;3.64;3.68;3.64;3.64;3.62;3.64;3.62;3.63;3.64;3.63;3.61;3.62;3.61;3.63;3.66;3.67;3.61;0;1;1;1;1;1;1;0143f72c2546359433f46deae819db196f
181;04:04.0;30599;0;2.37;3.67;3.7;3.66;3.61;3.62;3.63;3.59;3.62;3.62;3.64;3.63;3.63;3.65;3.62;3.6;3.6;3.59;3.62;3.64;3.65;3.58;0;1;1;1;1;1;1;010f641a651e80587dd641177a7b49527b
182;06:04.0;31345;0;2.37;3.65;3.66;3.61;3.59;3.61;3.64;3.6;3.64;3.64;3.65;3.62;3.63;3.65;3.64;3.64;3.64;3.63;3.65;3.68;3.65;3.57;0;1;1;1;1;1;1;01608335c717814980dcec9d5ff11bb34b
183;08:04.0;32086;0;2.37;3.65;3.68;3.62;3.62;3.64;3.67;3.61;3.63;3.63;3.63;3.61;3.62;3.64;3.63;3.65;3.64;3.63;3.64;3.68;3.66;3.61;0;1;1;1;1;1;1;012c27742afffef913606898a54cf1ba4b
184;10:04.0;32820;0;2.41;3.67;3.65;3.57;3.56;3.59;3.65;3.59;3.62;3.65;3.66;3.63;3.64;3.64;3.62;3.63;3.63;3.63;3.64;3.68;3.64;3.59;0;1;1;1;1;1;1;01f1b2c56f8906d7829dd137d95876bffd
185;12:04.0;33560;0;2.39;3.67;3.69;3.62;3.6;3.62;3.69;3.63;3.64;3.64;3.64;3.62;3.65;3.66;3.65;3.65;3.63;3.6;3.62;3.66;3.65;3.62;0;1;1;1;1;1;1;01ad0bae8778d9bf6e5203ea3115a0abc3
186;14:04.0;34306;0;2.36;3.65;3.67;3.61;3.59;3.64;3.71;3.65;3.64;3.63;3.64;3.62;3.62;3.63;3.63;3.65;3.61;3.58;3.61;3.64;3.62;3.59;0;1;1;1;1;1;1;014993b1d7e66b25ac5a129063a045cf42
187;16:04.0;35046;0;2.37;3.64;3.66;3.6;3.59;3.63;3.66;3.6;3.62;3.63;3.64;3.61;3.61;3.63;3.62;3.63;3.61;3.62;3.64;3.65;3.63;3.59;0;1;1;1;1;1;1;01ad285c307eb30b4847d73c78693e75ef
188;18:04.0;35780;0;2.35;3.64;3.68;3.62;3.63;3.68;3.71;3.64;3.65;3.63;3.63;3.62;3.64;3.66;3.63;3.63;3.63;3.63;3.64;3.66;3.65;3.62;0;1;1;1;1;1;1;018a340557b8ef0d75a37fd3c0f28d2b3e
189;20:04.0;36493;0;1.19;2.32;2.42;2.28;2.27;2.2;2.2;2.18;2.29;2.32;2.29;2.19;2.2;2.18;2.11;2.1;2.16;2.09;2.27;2.18;2.18;2.29;0;1;1;1;1;1;1;01075e796ef5c0b44495b1ec07f73001f7
190;10:30.0;730;0;0;4.6;4.7;4.61;4.57;4.61;4.71;4.6;4.61;4.67;4.66;4.61;4.63;4.65;4.62;4.62;4.64;4.59;4.63;4.71;4.59;0;0;1;1;1;1;1;1;0167f11cdc651f6570ac8b9a72d5ab86c8
191;12:30.0;1410;0;0;4.62;4.7;4.63;4.61;4.65;4.69;4.61;4.59;4.66;4.68;4.61;4.64;4.65;4.6;4.63;4.64;4.61;4.63;4.7;4.57;0;0;1;1;1;1;1;1;014908ffe06145cd942688f385b7cad901
192;14:30.0;2086;0;0;4.56;4.7;4.7;4.59;4.57;4.7;4.65;4.59;4.65;4.66;4.6;4.66;4.66;4.61;4.63;4.63;4.6;4.64;4.71;4.6;0;0;1;1;1;1;1;1;01535e794b94711a9ba6680ab77a5fb1c0
193;16:30.0;2746;0;0;4.61;4.7;4.67;4.58;4.59;4.7;4.62;4.6;4.67;4.69;4.62;4.67;4.68;4.6;4.62;4.64;4.57;4.61;4.71;4.59;0;0;1;1;1;1;1;1;01417396a85b7b147b98bdc5fd974f953d
194;18:30.0;3400;0;0;4.6;4.7;4.68;4.57;4.58;4.71;4.63;4.6;4.66;4.66;4.57;4.62;4.66;4.6;4.64;4.67;4.61;4.66;4.72;4.59;0;0;1;1;1;1;1;1;0123c9dbdc73b2a233e345c4c6a6a203d8
195;20:30.0;4060;0;0;4.56;4.7;4.71;4.6;4.6;4.69;4.6;4.55;4.66;4.67;4.59;4.64;4.68;4.58;4.64;4.67;4.58;4.62;4.71;4.61;0;0;1;1;1;1;1;1;015e08c792c55cc72aff27088378f17f39
196;22:30.0;4726;0;0;4.6;4.71;4.69;4.57;4.56;4.69;4.65;4.63;4.68;4.68;4.58;4.64;4.67;4.61;4.64;4.66;4.6;4.64;4.71;4.55;0;0;1;1;1;1;1;1;01018f7cd9851c51fb527811b6272625e3
197;24:30.0;5380;0;0;4.58;4.69;4.68;4.58;4.61;4.7;4.63;4.6;4.66;4.66;4.58;4.62;4.66;4.61;4.63;4.66;4.6;4.61;4.69;4.56;0;0;1;1;1;1;1;1;01cc58e11e85216cf4584797faa77ea9ba
198;26:30.0;6040;0;0;4.54;4.65;4.63;4.56;4.58;4.67;4.61;4.61;4.67;4.66;4.6;4.63;4.65;4.59;4.62;4.65;4.6;4.6;4.71;4.58;0;0;1;1;1;1;1;1;015fe56c499af59070e3c1182ef2c94fa4
